borough,year,month,burglary_count,population,burglary_rate_per_1000,imd_score,population_density
Sutton,2020,6,73,211297,0.3455,13.8028,4819.0
Sutton,2020,7,87,211297,0.4117,13.8028,4819.0
Sutton,2020,8,64,211297,0.3029,13.8028,4819.0
Sutton,2020,9,75,211297,0.355,13.8028,4819.0
Sutton,2020,10,70,211297,0.3313,13.8028,4819.0
Sutton,2020,11,84,211297,0.3975,13.8028,4819.0
Sutton,2020,12,73,211297,0.3455,13.8028,4819.0
Sutton,2021,1,58,213340,0.2719,13.8028,4865.6
Sutton,2021,2,45,213340,0.2109,13.8028,4865.6
Sutton,2021,3,88,213340,0.4125,13.8028,4865.6
Sutton,2021,4,79,213340,0.3703,13.8028,4865.6
Sutton,2021,5,67,213340,0.3141,13.8028,4865.6
Sutton,2021,6,68,213340,0.3187,13.8028,4865.6
Sutton,2021,7,69,213340,0.3234,13.8028,4865.6
Sutton,2021,8,59,213340,0.2766,13.8028,4865.6
Sutton,2021,9,61,213340,0.2859,13.8028,4865.6
Sutton,2021,10,74,213340,0.3469,13.8028,4865.6
Sutton,2021,11,119,213340,0.5578,13.8028,4865.6
Sutton,2021,12,112,213340,0.525,13.8028,4865.6
Sutton,2022,1,95,215228,0.4414,13.8028,4908.6
Sutton,2022,2,77,215228,0.3578,13.8028,4908.6
Sutton,2022,3,78,215228,0.3624,13.8028,4908.6
Sutton,2022,4,76,215228,0.3531,13.8028,4908.6
Sutton,2022,5,95,215228,0.4414,13.8028,4908.6
Sutton,2022,6,70,215228,0.3252,13.8028,4908.6
Sutton,2022,7,67,215228,0.3113,13.8028,4908.6
Sutton,2022,8,87,215228,0.4042,13.8028,4908.6
Sutton,2022,9,102,215228,0.4739,13.8028,4908.6
Sutton,2022,10,96,215228,0.446,13.8028,4908.6
Sutton,2022,11,83,215228,0.3856,13.8028,4908.6
Sutton,2022,12,72,215228,0.3345,13.8028,4908.6
Sutton,2023,1,82,216865,0.3781,13.8028,4946.0
Sutton,2023,2,70,216865,0.3228,13.8028,4946.0
Sutton,2023,3,60,216865,0.2767,13.8028,4946.0
Sutton,2023,4,79,216865,0.3643,13.8028,4946.0
Sutton,2023,5,66,216865,0.3043,13.8028,4946.0
Sutton,2023,6,73,216865,0.3366,13.8028,4946.0
Sutton,2023,7,67,216865,0.3089,13.8028,4946.0
Sutton,2023,8,70,216865,0.3228,13.8028,4946.0
Sutton,2023,9,66,216865,0.3043,13.8028,4946.0
Sutton,2023,10,70,216865,0.3228,13.8028,4946.0
Sutton,2023,11,68,216865,0.3136,13.8028,4946.0
Sutton,2023,12,78,216865,0.3597,13.8028,4946.0
Tower Hamlets,2019,1,232,323696,0.7167,44.8693,16363.8
Tower Hamlets,2019,2,189,323696,0.5839,44.8693,16363.8
Tower Hamlets,2019,3,272,323696,0.8403,44.8693,16363.8
Tower Hamlets,2019,4,246,323696,0.76,44.8693,16363.8
Tower Hamlets,2019,5,264,323696,0.8156,44.8693,16363.8
Tower Hamlets,2019,6,263,323696,0.8125,44.8693,16363.8
Tower Hamlets,2019,7,290,323696,0.8959,44.8693,16363.8
Tower Hamlets,2019,8,256,323696,0.7909,44.8693,16363.8
Tower Hamlets,2019,9,279,323696,0.8619,44.8693,16363.8
Tower Hamlets,2019,10,294,323696,0.9083,44.8693,16363.8
Tower Hamlets,2019,11,239,323696,0.7383,44.8693,16363.8
Tower Hamlets,2019,12,357,323696,1.1029,44.8693,16363.8
Tower Hamlets,2020,1,267,328043,0.8139,44.8693,16583.5
Tower Hamlets,2020,2,188,328043,0.5731,44.8693,16583.5
Tower Hamlets,2020,3,170,328043,0.5182,44.8693,16583.5
Tower Hamlets,2020,4,200,328043,0.6097,44.8693,16583.5
Tower Hamlets,2020,5,195,328043,0.5944,44.8693,16583.5
Tower Hamlets,2020,6,212,328043,0.6463,44.8693,16583.5
Tower Hamlets,2020,7,260,328043,0.7926,44.8693,16583.5
Tower Hamlets,2020,8,219,328043,0.6676,44.8693,16583.5
Tower Hamlets,2020,9,266,328043,0.8109,44.8693,16583.5
Tower Hamlets,2020,10,252,328043,0.7682,44.8693,16583.5
Tower Hamlets,2020,11,221,328043,0.6737,44.8693,16583.5
Tower Hamlets,2020,12,215,328043,0.6554,44.8693,16583.5
Tower Hamlets,2021,1,227,331620,0.6845,44.8693,16764.3
Tower Hamlets,2021,2,179,331620,0.5398,44.8693,16764.3
Tower Hamlets,2021,3,205,331620,0.6182,44.8693,16764.3
Tower Hamlets,2021,4,183,331620,0.5518,44.8693,16764.3
Tower Hamlets,2021,5,195,331620,0.588,44.8693,16764.3
Tower Hamlets,2021,6,167,331620,0.5036,44.8693,16764.3
Tower Hamlets,2021,7,217,331620,0.6544,44.8693,16764.3
Tower Hamlets,2021,8,239,331620,0.7207,44.8693,16764.3
Tower Hamlets,2021,9,207,331620,0.6242,44.8693,16764.3
Tower Hamlets,2021,10,195,331620,0.588,44.8693,16764.3
Tower Hamlets,2021,11,184,331620,0.5549,44.8693,16764.3
Tower Hamlets,2021,12,206,331620,0.6212,44.8693,16764.3
Tower Hamlets,2022,1,218,334834,0.6511,44.8693,16926.8
Tower Hamlets,2022,2,177,334834,0.5286,44.8693,16926.8
Tower Hamlets,2022,3,187,334834,0.5585,44.8693,16926.8
Tower Hamlets,2022,4,160,334834,0.4778,44.8693,16926.8
Tower Hamlets,2022,5,240,334834,0.7168,44.8693,16926.8
Tower Hamlets,2022,6,153,334834,0.4569,44.8693,16926.8
Tower Hamlets,2022,7,136,334834,0.4062,44.8693,16926.8
Tower Hamlets,2022,8,196,334834,0.5854,44.8693,16926.8
Tower Hamlets,2022,9,199,334834,0.5943,44.8693,16926.8
Tower Hamlets,2022,10,161,334834,0.4808,44.8693,16926.8
Tower Hamlets,2022,11,196,334834,0.5854,44.8693,16926.8
Tower Hamlets,2022,12,173,334834,0.5167,44.8693,16926.8
Tower Hamlets,2023,1,274,341358,0.8027,44.8693,17256.6
Tower Hamlets,2023,2,183,341358,0.5361,44.8693,17256.6
Tower Hamlets,2023,3,267,341358,0.7822,44.8693,17256.6
Tower Hamlets,2023,4,224,341358,0.6562,44.8693,17256.6
Tower Hamlets,2023,5,202,341358,0.5918,44.8693,17256.6
Tower Hamlets,2023,6,188,341358,0.5507,44.8693,17256.6
Tower Hamlets,2023,7,204,341358,0.5976,44.8693,17256.6
Tower Hamlets,2023,8,215,341358,0.6298,44.8693,17256.6
Tower Hamlets,2023,9,185,341358,0.542,44.8693,17256.6
Tower Hamlets,2023,10,191,341358,0.5595,44.8693,17256.6
Tower Hamlets,2023,11,192,341358,0.5625,44.8693,17256.6
Tower Hamlets,2023,12,183,341358,0.5361,44.8693,17256.6
Waltham Forest,2019,1,212,286776,0.7393,32.8579,7389.6
Waltham Forest,2019,2,144,286776,0.5021,32.8579,7389.6
Waltham Forest,2019,3,165,286776,0.5754,32.8579,7389.6
Waltham Forest,2019,4,147,286776,0.5126,32.8579,7389.6
Waltham Forest,2019,5,145,286776,0.5056,32.8579,7389.6
Waltham Forest,2019,6,126,286776,0.4394,32.8579,7389.6
Waltham Forest,2019,7,138,286776,0.4812,32.8579,7389.6
Waltham Forest,2019,8,128,286776,0.4463,32.8579,7389.6
Waltham Forest,2019,9,168,286776,0.5858,32.8579,7389.6
Waltham Forest,2019,10,217,286776,0.7567,32.8579,7389.6
Waltham Forest,2019,11,197,286776,0.6869,32.8579,7389.6
Waltham Forest,2019,12,173,286776,0.6033,32.8579,7389.6
Waltham Forest,2020,1,193,290024,0.6655,32.8579,7473.3
Waltham Forest,2020,2,175,290024,0.6034,32.8579,7473.3
Waltham Forest,2020,3,142,290024,0.4896,32.8579,7473.3
Waltham Forest,2020,4,114,290024,0.3931,32.8579,7473.3
Waltham Forest,2020,5,143,290024,0.4931,32.8579,7473.3
Waltham Forest,2020,6,170,290024,0.5862,32.8579,7473.3
Waltham Forest,2020,7,164,290024,0.5655,32.8579,7473.3
Waltham Forest,2020,8,158,290024,0.5448,32.8579,7473.3
Waltham Forest,2020,9,139,290024,0.4793,32.8579,7473.3
Waltham Forest,2020,10,131,290024,0.4517,32.8579,7473.3
Waltham Forest,2020,11,142,290024,0.4896,32.8579,7473.3
Waltham Forest,2020,12,141,290024,0.4862,32.8579,7473.3
Waltham Forest,2021,1,140,292788,0.4782,32.8579,7544.5
Waltham Forest,2021,2,101,292788,0.345,32.8579,7544.5
Waltham Forest,2021,3,110,292788,0.3757,32.8579,7544.5
Waltham Forest,2021,4,83,292788,0.2835,32.8579,7544.5
Waltham Forest,2021,5,112,292788,0.3825,32.8579,7544.5
Waltham Forest,2021,6,105,292788,0.3586,32.8579,7544.5
Waltham Forest,2021,7,91,292788,0.3108,32.8579,7544.5
Waltham Forest,2021,8,84,292788,0.2869,32.8579,7544.5
Waltham Forest,2021,9,108,292788,0.3689,32.8579,7544.5
Waltham Forest,2021,10,115,292788,0.3928,32.8579,7544.5
Waltham Forest,2021,11,127,292788,0.4338,32.8579,7544.5
Waltham Forest,2021,12,108,292788,0.3689,32.8579,7544.5
Waltham Forest,2022,1,111,295311,0.3759,32.8579,7609.5
Waltham Forest,2022,2,84,295311,0.2844,32.8579,7609.5
Waltham Forest,2022,3,94,295311,0.3183,32.8579,7609.5
Waltham Forest,2022,4,102,295311,0.3454,32.8579,7609.5
Waltham Forest,2022,5,114,295311,0.386,32.8579,7609.5
Waltham Forest,2022,6,75,295311,0.254,32.8579,7609.5
Waltham Forest,2022,7,77,295311,0.2607,32.8579,7609.5
Waltham Forest,2022,8,97,295311,0.3285,32.8579,7609.5
Waltham Forest,2022,9,93,295311,0.3149,32.8579,7609.5
Waltham Forest,2022,10,129,295311,0.4368,32.8579,7609.5
Waltham Forest,2022,11,110,295311,0.3725,32.8579,7609.5
Waltham Forest,2022,12,91,295311,0.3081,32.8579,7609.5
Waltham Forest,2023,1,137,297439,0.4606,32.8579,7664.4
Waltham Forest,2023,2,89,297439,0.2992,32.8579,7664.4
Waltham Forest,2023,3,111,297439,0.3732,32.8579,7664.4
Waltham Forest,2023,4,90,297439,0.3026,32.8579,7664.4
Waltham Forest,2023,5,102,297439,0.3429,32.8579,7664.4
Waltham Forest,2023,6,72,297439,0.2421,32.8579,7664.4
Waltham Forest,2023,7,106,297439,0.3564,32.8579,7664.4
Waltham Forest,2023,8,121,297439,0.4068,32.8579,7664.4
Waltham Forest,2023,9,122,297439,0.4102,32.8579,7664.4
Waltham Forest,2023,10,134,297439,0.4505,32.8579,7664.4
Waltham Forest,2023,11,147,297439,0.4942,32.8579,7664.4
Waltham Forest,2023,12,126,297439,0.4236,32.8579,7664.4
Wandsworth,2019,1,247,328828,0.7512,20.4314,9596.8
Wandsworth,2019,2,206,328828,0.6265,20.4314,9596.8
Wandsworth,2019,3,252,328828,0.7664,20.4314,9596.8
Wandsworth,2019,4,206,328828,0.6265,20.4314,9596.8
Wandsworth,2019,5,205,328828,0.6234,20.4314,9596.8
Wandsworth,2019,6,258,328828,0.7846,20.4314,9596.8
Wandsworth,2019,7,229,328828,0.6964,20.4314,9596.8
Wandsworth,2019,8,230,328828,0.6995,20.4314,9596.8
Wandsworth,2019,9,225,328828,0.6842,20.4314,9596.8
Wandsworth,2019,10,237,328828,0.7207,20.4314,9596.8
Wandsworth,2019,11,229,328828,0.6964,20.4314,9596.8
Wandsworth,2019,12,195,328828,0.593,20.4314,9596.8
Wandsworth,2020,1,238,332731,0.7153,20.4314,9710.8
Wandsworth,2020,2,205,332731,0.6161,20.4314,9710.8
Wandsworth,2020,3,158,332731,0.4749,20.4314,9710.8
Wandsworth,2020,4,151,332731,0.4538,20.4314,9710.8
Wandsworth,2020,5,165,332731,0.4959,20.4314,9710.8
Wandsworth,2020,6,170,332731,0.5109,20.4314,9710.8
Wandsworth,2020,7,200,332731,0.6011,20.4314,9710.8
Wandsworth,2020,8,190,332731,0.571,20.4314,9710.8
Wandsworth,2020,9,190,332731,0.571,20.4314,9710.8
Wandsworth,2020,10,209,332731,0.6281,20.4314,9710.8
Wandsworth,2020,11,182,332731,0.547,20.4314,9710.8
Wandsworth,2020,12,190,332731,0.571,20.4314,9710.8
Wandsworth,2021,1,196,337783,0.5803,20.4314,9858.2
Wandsworth,2021,2,200,337783,0.5921,20.4314,9858.2
Wandsworth,2021,3,222,337783,0.6572,20.4314,9858.2
Wandsworth,2021,4,203,337783,0.601,20.4314,9858.2
Wandsworth,2021,5,190,337783,0.5625,20.4314,9858.2
Wandsworth,2021,6,221,337783,0.6543,20.4314,9858.2
Wandsworth,2021,7,193,337783,0.5714,20.4314,9858.2
Wandsworth,2021,8,164,337783,0.4855,20.4314,9858.2
Wandsworth,2021,9,165,337783,0.4885,20.4314,9858.2
Wandsworth,2021,10,167,337783,0.4944,20.4314,9858.2
Wandsworth,2021,11,146,337783,0.4322,20.4314,9858.2
Wandsworth,2021,12,152,337783,0.45,20.4314,9858.2
Wandsworth,2022,1,155,343147,0.4517,20.4314,10014.7
Wandsworth,2022,2,150,343147,0.4371,20.4314,10014.7
Wandsworth,2022,3,152,343147,0.443,20.4314,10014.7
Wandsworth,2022,4,133,343147,0.3876,20.4314,10014.7
Wandsworth,2022,5,138,343147,0.4022,20.4314,10014.7
Wandsworth,2022,6,156,343147,0.4546,20.4314,10014.7
Wandsworth,2022,7,118,343147,0.3439,20.4314,10014.7
Wandsworth,2022,8,138,343147,0.4022,20.4314,10014.7
Wandsworth,2022,9,152,343147,0.443,20.4314,10014.7
Wandsworth,2022,10,148,343147,0.4313,20.4314,10014.7
Wandsworth,2022,11,157,343147,0.4575,20.4314,10014.7
Wandsworth,2022,12,185,343147,0.5391,20.4314,10014.7
Wandsworth,2023,1,167,348272,0.4795,20.4314,10164.3
Wandsworth,2023,2,184,348272,0.5283,20.4314,10164.3
Wandsworth,2023,3,182,348272,0.5226,20.4314,10164.3
Wandsworth,2023,4,155,348272,0.4451,20.4314,10164.3
Wandsworth,2023,5,179,348272,0.514,20.4314,10164.3
Wandsworth,2023,6,206,348272,0.5915,20.4314,10164.3
Wandsworth,2023,7,206,348272,0.5915,20.4314,10164.3
Wandsworth,2023,8,195,348272,0.5599,20.4314,10164.3
Wandsworth,2023,9,184,348272,0.5283,20.4314,10164.3
Wandsworth,2023,10,180,348272,0.5168,20.4314,10164.3
Wandsworth,2023,11,209,348272,0.6001,20.4314,10164.3
Wandsworth,2023,12,174,348272,0.4996,20.4314,10164.3
Westminster,2019,1,361,258511,1.3965,26.3198,12031.1
Westminster,2019,2,315,258511,1.2185,26.3198,12031.1
Westminster,2019,3,342,258511,1.323,26.3198,12031.1
Westminster,2019,4,356,258511,1.3771,26.3198,12031.1
Westminster,2019,5,373,258511,1.4429,26.3198,12031.1
Westminster,2019,6,335,258511,1.2959,26.3198,12031.1
Westminster,2019,7,416,258511,1.6092,26.3198,12031.1
Westminster,2019,8,425,258511,1.644,26.3198,12031.1
Westminster,2019,9,441,258511,1.7059,26.3198,12031.1
Westminster,2019,10,453,258511,1.7523,26.3198,12031.1
Westminster,2019,11,458,258511,1.7717,26.3198,12031.1
Westminster,2019,12,354,258511,1.3694,26.3198,12031.1
Westminster,2020,1,412,259981,1.5847,26.3198,12099.5
Westminster,2020,2,379,259981,1.4578,26.3198,12099.5
Westminster,2020,3,260,259981,1.0001,26.3198,12099.5
Westminster,2020,4,135,259981,0.5193,26.3198,12099.5
Westminster,2020,5,168,259981,0.6462,26.3198,12099.5
Westminster,2020,6,193,259981,0.7424,26.3198,12099.5
Westminster,2020,7,269,259981,1.0347,26.3198,12099.5
Westminster,2020,8,231,259981,0.8885,26.3198,12099.5
Westminster,2020,9,280,259981,1.077,26.3198,12099.5
Westminster,2020,10,248,259981,0.9539,26.3198,12099.5
Westminster,2020,11,197,259981,0.7577,26.3198,12099.5
Westminster,2020,12,209,259981,0.8039,26.3198,12099.5
Westminster,2021,1,146,262317,0.5566,26.3198,12208.2
Westminster,2021,2,152,262317,0.5795,26.3198,12208.2
Westminster,2021,3,185,262317,0.7053,26.3198,12208.2
Westminster,2021,4,155,262317,0.5909,26.3198,12208.2
Westminster,2021,5,195,262317,0.7434,26.3198,12208.2
Westminster,2021,6,203,262317,0.7739,26.3198,12208.2
Westminster,2021,7,195,262317,0.7434,26.3198,12208.2
Westminster,2021,8,204,262317,0.7777,26.3198,12208.2
Westminster,2021,9,183,262317,0.6976,26.3198,12208.2
Westminster,2021,10,217,262317,0.8272,26.3198,12208.2
Westminster,2021,11,213,262317,0.812,26.3198,12208.2
Westminster,2021,12,220,262317,0.8387,26.3198,12208.2
Westminster,2022,1,234,264875,0.8834,26.3198,12327.2
Westminster,2022,2,220,264875,0.8306,26.3198,12327.2
Westminster,2022,3,223,264875,0.8419,26.3198,12327.2
Westminster,2022,4,203,264875,0.7664,26.3198,12327.2
Westminster,2022,5,247,264875,0.9325,26.3198,12327.2
Westminster,2022,6,233,264875,0.8797,26.3198,12327.2
Westminster,2022,7,186,264875,0.7022,26.3198,12327.2
Westminster,2022,8,265,264875,1.0005,26.3198,12327.2
Westminster,2022,9,275,264875,1.0382,26.3198,12327.2
Westminster,2022,10,258,264875,0.974,26.3198,12327.2
Westminster,2022,11,247,264875,0.9325,26.3198,12327.2
Westminster,2022,12,231,264875,0.8721,26.3198,12327.2
Westminster,2023,1,262,267274,0.9803,26.3198,12438.9
Westminster,2023,2,217,267274,0.8119,26.3198,12438.9
Westminster,2023,3,245,267274,0.9167,26.3198,12438.9
Westminster,2023,4,268,267274,1.0027,26.3198,12438.9
Westminster,2023,5,276,267274,1.0326,26.3198,12438.9
Westminster,2023,6,262,267274,0.9803,26.3198,12438.9
Westminster,2023,7,285,267274,1.0663,26.3198,12438.9
Westminster,2023,8,304,267274,1.1374,26.3198,12438.9
Westminster,2023,9,236,267274,0.883,26.3198,12438.9
Westminster,2023,10,262,267274,0.9803,26.3198,12438.9
Westminster,2023,11,249,267274,0.9316,26.3198,12438.9
Westminster,2023,12,267,267274,0.999,26.3198,12438.9
