borough,year,month,burglary_count,population,burglary_rate_per_1000,imd_score,population_density
Haringey,2020,9,195,288913,0.6749,34.8381,9761.1
Haringey,2020,10,205,288913,0.7096,34.8381,9761.1
Haringey,2020,11,200,288913,0.6922,34.8381,9761.1
Haringey,2020,12,226,288913,0.7822,34.8381,9761.1
Haringey,2021,1,180,291330,0.6179,34.8381,9842.8
Haringey,2021,2,144,291330,0.4943,34.8381,9842.8
Haringey,2021,3,176,291330,0.6041,34.8381,9842.8
Haringey,2021,4,145,291330,0.4977,34.8381,9842.8
Haringey,2021,5,159,291330,0.5458,34.8381,9842.8
Haringey,2021,6,200,291330,0.6865,34.8381,9842.8
Haringey,2021,7,211,291330,0.7243,34.8381,9842.8
Haringey,2021,8,220,291330,0.7552,34.8381,9842.8
Haringey,2021,9,225,291330,0.7723,34.8381,9842.8
Haringey,2021,10,182,291330,0.6247,34.8381,9842.8
Haringey,2021,11,187,291330,0.6419,34.8381,9842.8
Haringey,2021,12,199,291330,0.6831,34.8381,9842.8
Haringey,2022,1,182,293503,0.6201,34.8381,9916.2
Haringey,2022,2,137,293503,0.4668,34.8381,9916.2
Haringey,2022,3,154,293503,0.5247,34.8381,9916.2
Haringey,2022,4,123,293503,0.4191,34.8381,9916.2
Haringey,2022,5,164,293503,0.5588,34.8381,9916.2
Haringey,2022,6,131,293503,0.4463,34.8381,9916.2
Haringey,2022,7,146,293503,0.4974,34.8381,9916.2
Haringey,2022,8,161,293503,0.5485,34.8381,9916.2
Haringey,2022,9,135,293503,0.46,34.8381,9916.2
Haringey,2022,10,140,293503,0.477,34.8381,9916.2
Haringey,2022,11,167,293503,0.569,34.8381,9916.2
Haringey,2022,12,161,293503,0.5485,34.8381,9916.2
Haringey,2023,1,174,295263,0.5893,34.8381,9975.6
Haringey,2023,2,157,295263,0.5317,34.8381,9975.6
Haringey,2023,3,143,295263,0.4843,34.8381,9975.6
Haringey,2023,4,138,295263,0.4674,34.8381,9975.6
Haringey,2023,5,142,295263,0.4809,34.8381,9975.6
Haringey,2023,6,136,295263,0.4606,34.8381,9975.6
Haringey,2023,7,146,295263,0.4945,34.8381,9975.6
Haringey,2023,8,140,295263,0.4742,34.8381,9975.6
Haringey,2023,9,129,295263,0.4369,34.8381,9975.6
Haringey,2023,10,149,295263,0.5046,34.8381,9975.6
Haringey,2023,11,162,295263,0.5487,34.8381,9975.6
Haringey,2023,12,146,295263,0.4945,34.8381,9975.6
Harrow,2019,1,211,258861,0.8151,15.5165,5129.7
Harrow,2019,2,186,258861,0.7185,15.5165,5129.7
Harrow,2019,3,212,258861,0.819,15.5165,5129.7
Harrow,2019,4,150,258861,0.5795,15.5165,5129.7
Harrow,2019,5,149,258861,0.5756,15.5165,5129.7
Harrow,2019,6,156,258861,0.6026,15.5165,5129.7
Harrow,2019,7,124,258861,0.479,15.5165,5129.7
Harrow,2019,8,106,258861,0.4095,15.5165,5129.7
Harrow,2019,9,180,258861,0.6954,15.5165,5129.7
Harrow,2019,10,195,258861,0.7533,15.5165,5129.7
Harrow,2019,11,185,258861,0.7147,15.5165,5129.7
Harrow,2019,12,204,258861,0.7881,15.5165,5129.7
Harrow,2020,1,178,261348,0.6811,15.5165,5179.0
Harrow,2020,2,175,261348,0.6696,15.5165,5179.0
Harrow,2020,3,116,261348,0.4439,15.5165,5179.0
Harrow,2020,4,60,261348,0.2296,15.5165,5179.0
Harrow,2020,5,78,261348,0.2985,15.5165,5179.0
Harrow,2020,6,74,261348,0.2831,15.5165,5179.0
Harrow,2020,7,80,261348,0.3061,15.5165,5179.0
Harrow,2020,8,120,261348,0.4592,15.5165,5179.0
Harrow,2020,9,98,261348,0.375,15.5165,5179.0
Harrow,2020,10,147,261348,0.5625,15.5165,5179.0
Harrow,2020,11,111,261348,0.4247,15.5165,5179.0
Harrow,2020,12,98,261348,0.375,15.5165,5179.0
Harrow,2021,1,91,263484,0.3454,15.5165,5221.4
Harrow,2021,2,105,263484,0.3985,15.5165,5221.4
Harrow,2021,3,76,263484,0.2884,15.5165,5221.4
Harrow,2021,4,63,263484,0.2391,15.5165,5221.4
Harrow,2021,5,62,263484,0.2353,15.5165,5221.4
Harrow,2021,6,84,263484,0.3188,15.5165,5221.4
Harrow,2021,7,82,263484,0.3112,15.5165,5221.4
Harrow,2021,8,79,263484,0.2998,15.5165,5221.4
Harrow,2021,9,91,263484,0.3454,15.5165,5221.4
Harrow,2021,10,96,263484,0.3643,15.5165,5221.4
Harrow,2021,11,138,263484,0.5238,15.5165,5221.4
Harrow,2021,12,110,263484,0.4175,15.5165,5221.4
Harrow,2022,1,109,265449,0.4106,15.5165,5260.3
Harrow,2022,2,78,265449,0.2938,15.5165,5260.3
Harrow,2022,3,68,265449,0.2562,15.5165,5260.3
Harrow,2022,4,94,265449,0.3541,15.5165,5260.3
Harrow,2022,5,78,265449,0.2938,15.5165,5260.3
Harrow,2022,6,96,265449,0.3617,15.5165,5260.3
Harrow,2022,7,73,265449,0.275,15.5165,5260.3
Harrow,2022,8,91,265449,0.3428,15.5165,5260.3
Harrow,2022,9,76,265449,0.2863,15.5165,5260.3
Harrow,2022,10,124,265449,0.4671,15.5165,5260.3
Harrow,2022,11,102,265449,0.3843,15.5165,5260.3
Harrow,2022,12,67,265449,0.2524,15.5165,5260.3
Harrow,2023,1,96,267120,0.3594,15.5165,5293.4
Harrow,2023,2,110,267120,0.4118,15.5165,5293.4
Harrow,2023,3,93,267120,0.3482,15.5165,5293.4
Harrow,2023,4,87,267120,0.3257,15.5165,5293.4
Harrow,2023,5,102,267120,0.3819,15.5165,5293.4
Harrow,2023,6,87,267120,0.3257,15.5165,5293.4
Harrow,2023,7,86,267120,0.322,15.5165,5293.4
Harrow,2023,8,104,267120,0.3893,15.5165,5293.4
Harrow,2023,9,96,267120,0.3594,15.5165,5293.4
Harrow,2023,10,90,267120,0.3369,15.5165,5293.4
Harrow,2023,11,123,267120,0.4605,15.5165,5293.4
Harrow,2023,12,109,267120,0.4081,15.5165,5293.4
Havering,2019,1,185,258655,0.7152,15.9763,2302.2
Havering,2019,2,122,258655,0.4717,15.9763,2302.2
Havering,2019,3,135,258655,0.5219,15.9763,2302.2
Havering,2019,4,139,258655,0.5374,15.9763,2302.2
Havering,2019,5,178,258655,0.6882,15.9763,2302.2
Havering,2019,6,196,258655,0.7578,15.9763,2302.2
Havering,2019,7,155,258655,0.5993,15.9763,2302.2
Havering,2019,8,136,258655,0.5258,15.9763,2302.2
Havering,2019,9,94,258655,0.3634,15.9763,2302.2
Havering,2019,10,190,258655,0.7346,15.9763,2302.2
Havering,2019,11,196,258655,0.7578,15.9763,2302.2
Havering,2019,12,159,258655,0.6147,15.9763,2302.2
Havering,2020,1,194,261830,0.7409,15.9763,2330.5
Havering,2020,2,167,261830,0.6378,15.9763,2330.5
Havering,2020,3,111,261830,0.4239,15.9763,2330.5
Havering,2020,4,61,261830,0.233,15.9763,2330.5
Havering,2020,5,76,261830,0.2903,15.9763,2330.5
Havering,2020,6,87,261830,0.3323,15.9763,2330.5
Havering,2020,7,74,261830,0.2826,15.9763,2330.5
Havering,2020,8,65,261830,0.2483,15.9763,2330.5
Havering,2020,9,95,261830,0.3628,15.9763,2330.5
Havering,2020,10,148,261830,0.5653,15.9763,2330.5
Havering,2020,11,78,261830,0.2979,15.9763,2330.5
Havering,2020,12,106,261830,0.4048,15.9763,2330.5
Havering,2021,1,86,265930,0.3234,15.9763,2367.0
Havering,2021,2,106,265930,0.3986,15.9763,2367.0
Havering,2021,3,115,265930,0.4324,15.9763,2367.0
Havering,2021,4,86,265930,0.3234,15.9763,2367.0
Havering,2021,5,77,265930,0.2895,15.9763,2367.0
Havering,2021,6,59,265930,0.2219,15.9763,2367.0
Havering,2021,7,69,265930,0.2595,15.9763,2367.0
Havering,2021,8,90,265930,0.3384,15.9763,2367.0
Havering,2021,9,69,265930,0.2595,15.9763,2367.0
Havering,2021,10,65,265930,0.2444,15.9763,2367.0
Havering,2021,11,116,265930,0.4362,15.9763,2367.0
Havering,2021,12,109,265930,0.4099,15.9763,2367.0
Havering,2022,1,86,271368,0.3169,15.9763,2415.4
Havering,2022,2,94,271368,0.3464,15.9763,2415.4
Havering,2022,3,122,271368,0.4496,15.9763,2415.4
Havering,2022,4,89,271368,0.328,15.9763,2415.4
Havering,2022,5,93,271368,0.3427,15.9763,2415.4
Havering,2022,6,82,271368,0.3022,15.9763,2415.4
Havering,2022,7,75,271368,0.2764,15.9763,2415.4
Havering,2022,8,95,271368,0.3501,15.9763,2415.4
Havering,2022,9,82,271368,0.3022,15.9763,2415.4
Havering,2022,10,99,271368,0.3648,15.9763,2415.4
Havering,2022,11,93,271368,0.3427,15.9763,2415.4
Havering,2022,12,80,271368,0.2948,15.9763,2415.4
Havering,2023,1,94,276649,0.3398,15.9763,2462.4
Havering,2023,2,83,276649,0.3,15.9763,2462.4
Havering,2023,3,80,276649,0.2892,15.9763,2462.4
Havering,2023,4,73,276649,0.2639,15.9763,2462.4
Havering,2023,5,68,276649,0.2458,15.9763,2462.4
Havering,2023,6,84,276649,0.3036,15.9763,2462.4
Havering,2023,7,93,276649,0.3362,15.9763,2462.4
Havering,2023,8,89,276649,0.3217,15.9763,2462.4
Havering,2023,9,130,276649,0.4699,15.9763,2462.4
Havering,2023,10,147,276649,0.5314,15.9763,2462.4
Havering,2023,11,114,276649,0.4121,15.9763,2462.4
Havering,2023,12,145,276649,0.5241,15.9763,2462.4
Hillingdon,2019,1,283,312567,0.9054,18.1703,2701.5
Hillingdon,2019,2,220,312567,0.7038,18.1703,2701.5
Hillingdon,2019,3,259,312567,0.8286,18.1703,2701.5
Hillingdon,2019,4,190,312567,0.6079,18.1703,2701.5
Hillingdon,2019,5,196,312567,0.6271,18.1703,2701.5
Hillingdon,2019,6,212,312567,0.6783,18.1703,2701.5
Hillingdon,2019,7,186,312567,0.5951,18.1703,2701.5
Hillingdon,2019,8,203,312567,0.6495,18.1703,2701.5
Hillingdon,2019,9,232,312567,0.7422,18.1703,2701.5
Hillingdon,2019,10,266,312567,0.851,18.1703,2701.5
Hillingdon,2019,11,289,312567,0.9246,18.1703,2701.5
Hillingdon,2019,12,260,312567,0.8318,18.1703,2701.5
Hillingdon,2020,1,216,316253,0.683,18.1703,2733.4
Hillingdon,2020,2,208,316253,0.6577,18.1703,2733.4
Hillingdon,2020,3,129,316253,0.4079,18.1703,2733.4
Hillingdon,2020,4,110,316253,0.3478,18.1703,2733.4
Hillingdon,2020,5,131,316253,0.4142,18.1703,2733.4
Hillingdon,2020,6,145,316253,0.4585,18.1703,2733.4
Hillingdon,2020,7,99,316253,0.313,18.1703,2733.4
Hillingdon,2020,8,130,316253,0.4111,18.1703,2733.4
Hillingdon,2020,9,187,316253,0.5913,18.1703,2733.4
Hillingdon,2020,10,212,316253,0.6703,18.1703,2733.4
Hillingdon,2020,11,163,316253,0.5154,18.1703,2733.4
Hillingdon,2020,12,153,316253,0.4838,18.1703,2733.4
Hillingdon,2021,1,123,319467,0.385,18.1703,2761.1
Hillingdon,2021,2,124,319467,0.3881,18.1703,2761.1
Hillingdon,2021,3,94,319467,0.2942,18.1703,2761.1
Hillingdon,2021,4,92,319467,0.288,18.1703,2761.1
Hillingdon,2021,5,117,319467,0.3662,18.1703,2761.1
Hillingdon,2021,6,111,319467,0.3475,18.1703,2761.1
Hillingdon,2021,7,86,319467,0.2692,18.1703,2761.1
Hillingdon,2021,8,92,319467,0.288,18.1703,2761.1
Hillingdon,2021,9,86,319467,0.2692,18.1703,2761.1
Hillingdon,2021,10,114,319467,0.3568,18.1703,2761.1
Hillingdon,2021,11,133,319467,0.4163,18.1703,2761.1
Hillingdon,2021,12,120,319467,0.3756,18.1703,2761.1
Hillingdon,2022,1,104,322492,0.3225,18.1703,2787.3
Hillingdon,2022,2,110,322492,0.3411,18.1703,2787.3
Hillingdon,2022,3,93,322492,0.2884,18.1703,2787.3
Hillingdon,2022,4,100,322492,0.3101,18.1703,2787.3
Hillingdon,2022,5,100,322492,0.3101,18.1703,2787.3
Hillingdon,2022,6,109,322492,0.338,18.1703,2787.3
Hillingdon,2022,7,82,322492,0.2543,18.1703,2787.3
Hillingdon,2022,8,94,322492,0.2915,18.1703,2787.3
Hillingdon,2022,9,125,322492,0.3876,18.1703,2787.3
Hillingdon,2022,10,162,322492,0.5023,18.1703,2787.3
Hillingdon,2022,11,150,322492,0.4651,18.1703,2787.3
Hillingdon,2022,12,109,322492,0.338,18.1703,2787.3
Hillingdon,2023,1,116,325182,0.3567,18.1703,2810.5
Hillingdon,2023,2,114,325182,0.3506,18.1703,2810.5
Hillingdon,2023,3,101,325182,0.3106,18.1703,2810.5
Hillingdon,2023,4,105,325182,0.3229,18.1703,2810.5
Hillingdon,2023,5,120,325182,0.369,18.1703,2810.5
Hillingdon,2023,6,94,325182,0.2891,18.1703,2810.5
Hillingdon,2023,7,96,325182,0.2952,18.1703,2810.5
Hillingdon,2023,8,99,325182,0.3044,18.1703,2810.5
Hillingdon,2023,9,112,325182,0.3444,18.1703,2810.5
Hillingdon,2023,10,102,325182,0.3137,18.1703,2810.5
Hillingdon,2023,11,126,325182,0.3875,18.1703,2810.5
Hillingdon,2023,12,131,325182,0.4029,18.1703,2810.5
Hounslow,2019,1,192,281339,0.6825,23.1729,5025.9
Hounslow,2019,2,235,281339,0.8353,23.1729,5025.9
Hounslow,2019,3,226,281339,0.8033,23.1729,5025.9
Hounslow,2019,4,161,281339,0.5723,23.1729,5025.9
Hounslow,2019,5,159,281339,0.5652,23.1729,5025.9
Hounslow,2019,6,148,281339,0.5261,23.1729,5025.9
Hounslow,2019,7,135,281339,0.4798,23.1729,5025.9
Hounslow,2019,8,166,281339,0.59,23.1729,5025.9
Hounslow,2019,9,218,281339,0.7749,23.1729,5025.9
Hounslow,2019,10,210,281339,0.7464,23.1729,5025.9
Hounslow,2019,11,212,281339,0.7535,23.1729,5025.9
Hounslow,2019,12,158,281339,0.5616,23.1729,5025.9
Hounslow,2020,1,172,284358,0.6049,23.1729,5079.8
Hounslow,2020,2,162,284358,0.5697,23.1729,5079.8
Hounslow,2020,3,138,284358,0.4853,23.1729,5079.8
Hounslow,2020,4,133,284358,0.4677,23.1729,5079.8
Hounslow,2020,5,124,284358,0.4361,23.1729,5079.8
Hounslow,2020,6,122,284358,0.429,23.1729,5079.8
Hounslow,2020,7,155,284358,0.5451,23.1729,5079.8
Hounslow,2020,8,153,284358,0.5381,23.1729,5079.8
Hounslow,2020,9,144,284358,0.5064,23.1729,5079.8
Hounslow,2020,10,165,284358,0.5803,23.1729,5079.8
Hounslow,2020,11,149,284358,0.524,23.1729,5079.8
Hounslow,2020,12,122,284358,0.429,23.1729,5079.8
Hounslow,2021,1,115,286947,0.4008,23.1729,5126.1
Hounslow,2021,2,128,286947,0.4461,23.1729,5126.1
Hounslow,2021,3,158,286947,0.5506,23.1729,5126.1
Hounslow,2021,4,127,286947,0.4426,23.1729,5126.1
Hounslow,2021,5,127,286947,0.4426,23.1729,5126.1
Hounslow,2021,6,106,286947,0.3694,23.1729,5126.1
Hounslow,2021,7,91,286947,0.3171,23.1729,5126.1
Hounslow,2021,8,93,286947,0.3241,23.1729,5126.1
Hounslow,2021,9,114,286947,0.3973,23.1729,5126.1
Hounslow,2021,10,128,286947,0.4461,23.1729,5126.1
Hounslow,2021,11,147,286947,0.5123,23.1729,5126.1
Hounslow,2021,12,104,286947,0.3624,23.1729,5126.1
Hounslow,2022,1,138,289358,0.4769,23.1729,5169.1
Hounslow,2022,2,107,289358,0.3698,23.1729,5169.1
Hounslow,2022,3,130,289358,0.4493,23.1729,5169.1
Hounslow,2022,4,116,289358,0.4009,23.1729,5169.1
Hounslow,2022,5,126,289358,0.4354,23.1729,5169.1
Hounslow,2022,6,95,289358,0.3283,23.1729,5169.1
Hounslow,2022,7,97,289358,0.3352,23.1729,5169.1
Hounslow,2022,8,131,289358,0.4527,23.1729,5169.1
Hounslow,2022,9,147,289358,0.508,23.1729,5169.1
Hounslow,2022,10,154,289358,0.5322,23.1729,5169.1
Hounslow,2022,11,147,289358,0.508,23.1729,5169.1
Hounslow,2022,12,116,289358,0.4009,23.1729,5169.1
Hounslow,2023,1,145,291460,0.4975,23.1729,5206.7
Hounslow,2023,2,125,291460,0.4289,23.1729,5206.7
Hounslow,2023,3,138,291460,0.4735,23.1729,5206.7
Hounslow,2023,4,122,291460,0.4186,23.1729,5206.7
Hounslow,2023,5,158,291460,0.5421,23.1729,5206.7
Hounslow,2023,6,153,291460,0.5249,23.1729,5206.7
Hounslow,2023,7,135,291460,0.4632,23.1729,5206.7
Hounslow,2023,8,164,291460,0.5627,23.1729,5206.7
Hounslow,2023,9,195,291460,0.669,23.1729,5206.7
Hounslow,2023,10,137,291460,0.47,23.1729,5206.7
Hounslow,2023,11,174,291460,0.597,23.1729,5206.7
Hounslow,2023,12,192,291460,0.6588,23.1729,5206.7
Islington,2019,1,299,241589,1.2376,38.8188,16261.3
Islington,2019,2,210,241589,0.8692,38.8188,16261.3
Islington,2019,3,215,241589,0.8899,38.8188,16261.3
Islington,2019,4,197,241589,0.8154,38.8188,16261.3
Islington,2019,5,197,241589,0.8154,38.8188,16261.3
Islington,2019,6,192,241589,0.7947,38.8188,16261.3
Islington,2019,7,259,241589,1.0721,38.8188,16261.3
Islington,2019,8,194,241589,0.803,38.8188,16261.3
Islington,2019,9,219,241589,0.9065,38.8188,16261.3
Islington,2019,10,243,241589,1.0058,38.8188,16261.3
Islington,2019,11,202,241589,0.8361,38.8188,16261.3
Islington,2019,12,228,241589,0.9438,38.8188,16261.3
Islington,2020,1,238,242827,0.9801,38.8188,16344.7
Islington,2020,2,180,242827,0.7413,38.8188,16344.7
Islington,2020,3,144,242827,0.593,38.8188,16344.7
Islington,2020,4,141,242827,0.5807,38.8188,16344.7
Islington,2020,5,161,242827,0.663,38.8188,16344.7
Islington,2020,6,176,242827,0.7248,38.8188,16344.7
Islington,2020,7,188,242827,0.7742,38.8188,16344.7
Islington,2020,8,168,242827,0.6919,38.8188,16344.7
Islington,2020,9,171,242827,0.7042,38.8188,16344.7
Islington,2020,10,170,242827,0.7001,38.8188,16344.7
Islington,2020,11,186,242827,0.766,38.8188,16344.7
Islington,2020,12,164,242827,0.6754,38.8188,16344.7
Islington,2021,1,126,244372,0.5156,38.8188,16448.7
Islington,2021,2,135,244372,0.5524,38.8188,16448.7
Islington,2021,3,139,244372,0.5688,38.8188,16448.7
Islington,2021,4,144,244372,0.5893,38.8188,16448.7
Islington,2021,5,129,244372,0.5279,38.8188,16448.7
Islington,2021,6,165,244372,0.6752,38.8188,16448.7
Islington,2021,7,152,244372,0.622,38.8188,16448.7
Islington,2021,8,167,244372,0.6834,38.8188,16448.7
Islington,2021,9,140,244372,0.5729,38.8188,16448.7
Islington,2021,10,195,244372,0.798,38.8188,16448.7
Islington,2021,11,166,244372,0.6793,38.8188,16448.7
Islington,2021,12,118,244372,0.4829,38.8188,16448.7
Islington,2022,1,140,245839,0.5695,38.8188,16547.4
Islington,2022,2,118,245839,0.48,38.8188,16547.4
Islington,2022,3,143,245839,0.5817,38.8188,16547.4
Islington,2022,4,114,245839,0.4637,38.8188,16547.4
Islington,2022,5,150,245839,0.6102,38.8188,16547.4
Islington,2022,6,130,245839,0.5288,38.8188,16547.4
Islington,2022,7,140,245839,0.5695,38.8188,16547.4
Islington,2022,8,130,245839,0.5288,38.8188,16547.4
Islington,2022,9,140,245839,0.5695,38.8188,16547.4
Islington,2022,10,175,245839,0.7118,38.8188,16547.4
Islington,2022,11,151,245839,0.6142,38.8188,16547.4
Islington,2022,12,167,245839,0.6793,38.8188,16547.4
Islington,2023,1,167,247009,0.6761,38.8188,16626.2
Islington,2023,2,166,247009,0.672,38.8188,16626.2
Islington,2023,3,142,247009,0.5749,38.8188,16626.2
Islington,2023,4,166,247009,0.672,38.8188,16626.2
Islington,2023,5,136,247009,0.5506,38.8188,16626.2
Islington,2023,6,152,247009,0.6154,38.8188,16626.2
Islington,2023,7,166,247009,0.672,38.8188,16626.2
Islington,2023,8,183,247009,0.7409,38.8188,16626.2
Islington,2023,9,168,247009,0.6801,38.8188,16626.2
Islington,2023,10,143,247009,0.5789,38.8188,16626.2
Islington,2023,11,169,247009,0.6842,38.8188,16626.2
Islington,2023,12,144,247009,0.583,38.8188,16626.2
Kensington and Chelsea,2019,1,147,160531,0.9157,23.5326,13240.7
Kensington and Chelsea,2019,2,141,160531,0.8783,23.5326,13240.7
Kensington and Chelsea,2019,3,172,160531,1.0714,23.5326,13240.7
Kensington and Chelsea,2019,4,171,160531,1.0652,23.5326,13240.7
Kensington and Chelsea,2019,5,135,160531,0.841,23.5326,13240.7
Kensington and Chelsea,2019,6,219,160531,1.3642,23.5326,13240.7
Kensington and Chelsea,2019,7,191,160531,1.1898,23.5326,13240.7
Kensington and Chelsea,2019,8,198,160531,1.2334,23.5326,13240.7
Kensington and Chelsea,2019,9,196,160531,1.2209,23.5326,13240.7
Kensington and Chelsea,2019,10,200,160531,1.2459,23.5326,13240.7
Kensington and Chelsea,2019,11,193,160531,1.2023,23.5326,13240.7
Kensington and Chelsea,2019,12,189,160531,1.1773,23.5326,13240.7
Kensington and Chelsea,2020,1,214,160794,1.3309,23.5326,13262.4
Kensington and Chelsea,2020,2,180,160794,1.1194,23.5326,13262.4
Kensington and Chelsea,2020,3,133,160794,0.8271,23.5326,13262.4
Kensington and Chelsea,2020,4,93,160794,0.5784,23.5326,13262.4
Kensington and Chelsea,2020,5,75,160794,0.4664,23.5326,13262.4
Kensington and Chelsea,2020,6,104,160794,0.6468,23.5326,13262.4
Kensington and Chelsea,2020,7,141,160794,0.8769,23.5326,13262.4
Kensington and Chelsea,2020,8,131,160794,0.8147,23.5326,13262.4
Kensington and Chelsea,2020,9,138,160794,0.8582,23.5326,13262.4
Kensington and Chelsea,2020,10,126,160794,0.7836,23.5326,13262.4
Kensington and Chelsea,2020,11,108,160794,0.6717,23.5326,13262.4
Kensington and Chelsea,2020,12,146,160794,0.908,23.5326,13262.4
Kensington and Chelsea,2021,1,107,161552,0.6623,23.5326,13325.0
Kensington and Chelsea,2021,2,87,161552,0.5385,23.5326,13325.0
Kensington and Chelsea,2021,3,104,161552,0.6438,23.5326,13325.0
Kensington and Chelsea,2021,4,99,161552,0.6128,23.5326,13325.0
Kensington and Chelsea,2021,5,117,161552,0.7242,23.5326,13325.0
Kensington and Chelsea,2021,6,90,161552,0.5571,23.5326,13325.0
Kensington and Chelsea,2021,7,131,161552,0.8109,23.5326,13325.0
Kensington and Chelsea,2021,8,118,161552,0.7304,23.5326,13325.0
Kensington and Chelsea,2021,9,131,161552,0.8109,23.5326,13325.0
Kensington and Chelsea,2021,10,134,161552,0.8295,23.5326,13325.0
Kensington and Chelsea,2021,11,120,161552,0.7428,23.5326,13325.0
Kensington and Chelsea,2021,12,134,161552,0.8295,23.5326,13325.0
Kensington and Chelsea,2022,1,111,162446,0.6833,23.5326,13398.7
Kensington and Chelsea,2022,2,93,162446,0.5725,23.5326,13398.7
Kensington and Chelsea,2022,3,116,162446,0.7141,23.5326,13398.7
Kensington and Chelsea,2022,4,104,162446,0.6402,23.5326,13398.7
Kensington and Chelsea,2022,5,89,162446,0.5479,23.5326,13398.7
Kensington and Chelsea,2022,6,108,162446,0.6648,23.5326,13398.7
Kensington and Chelsea,2022,7,111,162446,0.6833,23.5326,13398.7
Kensington and Chelsea,2022,8,135,162446,0.831,23.5326,13398.7
Kensington and Chelsea,2022,9,120,162446,0.7387,23.5326,13398.7
Kensington and Chelsea,2022,10,104,162446,0.6402,23.5326,13398.7
Kensington and Chelsea,2022,11,126,162446,0.7756,23.5326,13398.7
Kensington and Chelsea,2022,12,122,162446,0.751,23.5326,13398.7
Kensington and Chelsea,2023,1,149,163255,0.9127,23.5326,13465.4
Kensington and Chelsea,2023,2,123,163255,0.7534,23.5326,13465.4
Kensington and Chelsea,2023,3,127,163255,0.7779,23.5326,13465.4
Kensington and Chelsea,2023,4,134,163255,0.8208,23.5326,13465.4
Kensington and Chelsea,2023,5,135,163255,0.8269,23.5326,13465.4
Kensington and Chelsea,2023,6,123,163255,0.7534,23.5326,13465.4
Kensington and Chelsea,2023,7,113,163255,0.6922,23.5326,13465.4
Kensington and Chelsea,2023,8,141,163255,0.8637,23.5326,13465.4
Kensington and Chelsea,2023,9,117,163255,0.7167,23.5326,13465.4
Kensington and Chelsea,2023,10,125,163255,0.7657,23.5326,13465.4
Kensington and Chelsea,2023,11,104,163255,0.637,23.5326,13465.4
Kensington and Chelsea,2023,12,126,163255,0.7718,23.5326,13465.4
Kingston upon Thames,2019,1,90,180598,0.4983,13.1251,4846.8
Kingston upon Thames,2019,2,102,180598,0.5648,13.1251,4846.8
Kingston upon Thames,2019,3,87,180598,0.4817,13.1251,4846.8
Kingston upon Thames,2019,4,65,180598,0.3599,13.1251,4846.8
Kingston upon Thames,2019,5,60,180598,0.3322,13.1251,4846.8
Kingston upon Thames,2019,6,80,180598,0.443,13.1251,4846.8
Kingston upon Thames,2019,7,93,180598,0.515,13.1251,4846.8
Kingston upon Thames,2019,8,68,180598,0.3765,13.1251,4846.8
Kingston upon Thames,2019,9,73,180598,0.4042,13.1251,4846.8
Kingston upon Thames,2019,10,88,180598,0.4873,13.1251,4846.8
Kingston upon Thames,2019,11,103,180598,0.5703,13.1251,4846.8
Kingston upon Thames,2019,12,87,180598,0.4817,13.1251,4846.8
Kingston upon Thames,2020,1,139,182728,0.7607,13.1251,4904.0
Kingston upon Thames,2020,2,134,182728,0.7333,13.1251,4904.0
Kingston upon Thames,2020,3,59,182728,0.3229,13.1251,4904.0
Kingston upon Thames,2020,4,40,182728,0.2189,13.1251,4904.0
Kingston upon Thames,2020,5,37,182728,0.2025,13.1251,4904.0
Kingston upon Thames,2020,6,63,182728,0.3448,13.1251,4904.0
Kingston upon Thames,2020,7,73,182728,0.3995,13.1251,4904.0
Kingston upon Thames,2020,8,64,182728,0.3502,13.1251,4904.0
Kingston upon Thames,2020,9,68,182728,0.3721,13.1251,4904.0
Kingston upon Thames,2020,10,52,182728,0.2846,13.1251,4904.0
Kingston upon Thames,2020,11,56,182728,0.3065,13.1251,4904.0
Kingston upon Thames,2020,12,63,182728,0.3448,13.1251,4904.0
Kingston upon Thames,2021,1,76,184660,0.4116,13.1251,4955.8
Kingston upon Thames,2021,2,49,184660,0.2654,13.1251,4955.8
Kingston upon Thames,2021,3,49,184660,0.2654,13.1251,4955.8
Kingston upon Thames,2021,4,45,184660,0.2437,13.1251,4955.8
Kingston upon Thames,2021,5,60,184660,0.3249,13.1251,4955.8
Kingston upon Thames,2021,6,64,184660,0.3466,13.1251,4955.8
Kingston upon Thames,2021,7,65,184660,0.352,13.1251,4955.8
Kingston upon Thames,2021,8,56,184660,0.3033,13.1251,4955.8
Kingston upon Thames,2021,9,48,184660,0.2599,13.1251,4955.8
Kingston upon Thames,2021,10,70,184660,0.3791,13.1251,4955.8
Kingston upon Thames,2021,11,76,184660,0.4116,13.1251,4955.8
Kingston upon Thames,2021,12,67,184660,0.3628,13.1251,4955.8
Kingston upon Thames,2022,1,57,186434,0.3057,13.1251,5003.4
Kingston upon Thames,2022,2,52,186434,0.2789,13.1251,5003.4
Kingston upon Thames,2022,3,67,186434,0.3594,13.1251,5003.4
Kingston upon Thames,2022,4,37,186434,0.1985,13.1251,5003.4
Kingston upon Thames,2022,5,58,186434,0.3111,13.1251,5003.4
Kingston upon Thames,2022,6,44,186434,0.236,13.1251,5003.4
Kingston upon Thames,2022,7,63,186434,0.3379,13.1251,5003.4
Kingston upon Thames,2022,8,35,186434,0.1877,13.1251,5003.4
Kingston upon Thames,2022,9,44,186434,0.236,13.1251,5003.4
